Rank,Name,Platform,Year,Publisher,Developer,Critic_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
4539,.hack//Mutation Part 2,PS2,2003,Bandai  ,CyberConnect2  ,7.5,0.23,0.18,0.2,0.06,0.68
4548,Spider-Man 3,PS3,2007,Activision  ,Treyarch  ,6.6,0.26,0.29,0.02,0.11,0.67
4559,Final Fantasy Tactics A2: Grimoire of the Rift,DS,2008,Square Enix  ,Square Enix  ,8.1,0.38,0.03,0.3,0.04,0.75
4561,Diablo III: Eternal Collection,NS,2018,Blizzard Entertainment  ,Blizzard Entertainment  ,9.0,0.38,0.22,0.01,0.06,0.67
4570,Wild ARMs 2,PS,2000,Sony Computer Entertainment  ,Media.Vision  ,6.5,0.19,0.13,0.31,0.04,0.67
4586,Final Fantasy Crystal Chronicles: Ring of Fates,DS,2008,Square Enix  ,Square Enix  ,7.7,0.22,0.01,0.42,0.02,0.66
4601,2014 FIFA World Cup Brazil,PS3,2014,EA Sports  ,EA Canada  ,7.9,0.15,0.4,0.01,0.1,0.66
4605,Castlevania: Lords of Shadow,X360,2010,Konami  ,Mercury Steam  ,7.9,0.42,0.17,0.01,0.05,0.66
4631,Fist of the North Star: Ken's Rage,PS3,2010,Tecmo Koei  ,Tecmo Koei Games  ,4.8,0.06,0.03,0.55,0.01,0.66
4636,Suikoden IV,PS2,2005,Konami  ,Konami Computer Entertainment Tokyo  ,6.3,0.17,0.13,0.3,0.05,0.66
4642,Shaun White Snowboarding,PS3,2008,Ubisoft  ,Ubisoft Montreal  ,6.0,0.31,0.24,0.01,0.1,0.66
4647,Dead or Alive 5,PS3,2015,Tecmo Koei  ,Team Ninja  ,7.6,0.23,0.15,0.21,0.07,0.65
4653,F-Zero GX,GC,2003,Nintendo  ,Amusement Vision  ,8.4,0.41,0.11,0.12,0.02,0.65
4675,007: Quantum of Solace,Wii,2008,Activision  ,Beenox  ,5.6,0.29,0.28,0.01,0.07,0.65
4689,LEGO City Undercover,NS,2017,Warner Bros. Interactive Entertainment  ,TT Fusion  ,8.0,0.23,0.33,0.03,0.05,0.65
4690,Star Ocean: First Departure,PSP,2008,Square Enix  ,TOSE Software  ,7.5,0.2,0.14,0.22,0.09,0.65
4702,Sengoku Basara: Samurai Heroes,PS3,2010,Capcom  ,Capcom  ,6.1,0.17,0.04,0.4,0.02,0.64
4705,New Play Control! Pikmin,Wii,2009,Nintendo  ,Nintendo EAD  ,7.7,0.28,0.13,0.19,0.04,0.64
4707,Dragon Ball: Raging Blast 2,X360,2010,Namco Bandai  ,Spike  ,6.0,0.49,0.09,0.01,0.05,0.64
4714,Castlevania,N64,1999,Konami  ,KCEK  ,7.6,0.44,0.1,0.04,0.05,0.64
4716,Phantasy Star Portable,PSP,2009,Sega  ,Alfa System  ,7.1,0.21,0.06,0.63,0.06,0.96
4720,Dead Island: Riptide,PS3,2013,Deep Silver  ,Techland  ,6.6,0.26,0.21,0.07,0.1,0.64
4732,Lost Planet: Extreme Condition,PS3,2008,Capcom  ,Capcom  ,6.3,0.31,0.17,0.07,0.08,0.64
4741,White Knight Chronicles II,PS3,2011,D3 Publisher  ,Level 5  ,5.4,0.23,0.09,0.27,0.04,0.63
4759,LEGO The Incredibles,NS,2018,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,6.5,0.35,0.21,0.01,0.06,0.63
4775,Ape Escape 2,PS2,2003,Ubisoft  ,SCE Japan Studio  ,8.0,0.12,0.09,0.38,0.03,0.63
4778,Shin Megami Tensei: Persona 3 FES,PS2,2008,Atlus  ,Atlus  ,8.7,0.22,0.2,0.16,0.05,0.63
4785,Tony Hawk's Project 8,PS3,2006,Activision  ,Neversoft Entertainment  ,7.9,0.3,0.23,0.01,0.1,0.63
4787,NieR,PS3,2010,Square Enix  ,Cavia Inc.  ,6.6,0.17,0.19,0.2,0.07,0.63
4790,Test Drive Unlimited 2,PS3,2011,Atari  ,Eden Studios  ,6.9,0.16,0.35,0.01,0.11,0.63
4801,Wild ARMs 3,PS2,2002,Sony Computer Entertainment  ,Media.Vision  ,7.6,0.16,0.13,0.29,0.04,0.62
4807,Donkey Kong Barrel Blast,Wii,2007,Nintendo  ,Paon Corporation  ,4.8,0.19,0.26,0.11,0.06,0.62
4808,Jak and Daxter: The Lost Frontier,PSP,2009,Sony Computer Entertainment  ,High Impact Games  ,7.5,0.18,0.28,0.0,0.16,0.62
4814,Viewtiful Joe,GC,2003,Capcom  ,Clover Studio  ,9.4,0.38,0.1,0.12,0.02,0.62
4833,Prince of Persia: The Forgotten Sands,X360,2010,Ubisoft  ,Ubisoft Montreal  ,7.5,0.3,0.26,0.0,0.06,0.62
4838,Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,2007,Capcom  ,Capcom  ,7.9,0.3,0.03,0.25,0.03,0.62
4848,NBA 2K9,PS3,2008,2K Sports  ,Visual Concepts  ,8.3,0.56,0.0,0.0,0.05,0.62
4849,Dragon Ball Z: Ultimate Tenkaichi,PS3,2011,Namco Bandai  ,Spike  ,5.0,0.27,0.18,0.09,0.07,0.62
4850,Wet,PS3,2009,Bethesda Softworks  ,Artificial Mind and Movement  ,6.9,0.22,0.27,0.01,0.11,0.62
4856,Vanquish,PS3,2010,Sega  ,PlatinumGames  ,8.5,0.21,0.22,0.11,0.08,0.61
4857,Samurai Warriors 2,PS2,2006,KOEI  ,Omega Force  ,5.6,0.02,0.02,0.57,0.01,0.61
4864,Sacred 2: Fallen Angel,PS3,2009,CDV Software Entertainment  ,Ascaron Entertainment  ,7.1,0.22,0.23,0.08,0.09,0.61
4880,New Play Control! Pikmin 2,Wii,2012,Nintendo  ,Nintendo EAD  ,8.7,0.11,0.13,0.34,0.02,0.61
4884,Final Fantasy IV Advance,GBA,2005,Square Enix  ,Square Enix  ,8.6,0.27,0.1,0.22,0.01,0.61
4905,Wave Race: Blue Storm,GC,2001,Nintendo  ,Nintendo Software Technology Corporation  ,8.4,0.4,0.1,0.09,0.02,0.6
4914,Suikoden,PS,1996,Konami  ,Konami  ,8.2,0.21,0.14,0.21,0.04,0.6
4920,Call of Juarez: Bound in Blood,X360,2009,Ubisoft  ,Techland  ,7.6,0.3,0.24,0.0,0.06,0.6
4943,Phantasy Star Portable 2,PSP,2010,Sega  ,Alfa System  ,7.4,0.08,0.11,0.62,0.06,0.88
4946,Shin Megami Tensei IV,3DS,2013,Atlus  ,Atlus  ,8.3,0.28,0.0,0.27,0.03,0.59
4969,PGR3 - Project Gotham Racing 3,X360,2005,Microsoft Game Studios  ,Bizarre Creations  ,8.8,0.49,0.03,0.03,0.05,0.6
4989,Metal Gear Solid V: Ground Zeroes,PS3,2014,Konami Digital Entertainment  ,Kojima Productions  ,8.5,0.13,0.13,0.28,0.05,0.59
4991,Kane & Lynch 2: Dog Days,PS3,2010,Square Enix  ,IO Interactive  ,6.3,0.17,0.28,0.05,0.1,0.59
4992,2002 FIFA World Cup,PS2,2002,EA Sports  ,EA Canada  ,7.9,0.21,0.17,0.16,0.06,0.59
5011,Dead or Alive Xtreme Beach Volleyball,XB,2003,Tecmo  ,Team Ninja  ,6.6,0.36,0.08,0.14,0.02,0.59
5015,WarioWare D.I.Y.,DS,2010,Nintendo  ,Intelligent Systems  ,8.3,0.17,0.18,0.2,0.04,0.59
5016,Silent Hill: Shattered Memories,PS2,2010,Konami  ,Climax Group  ,8.0,0.13,0.22,0.01,0.23,0.59
5018,Madden NFL 06,X360,2005,EA Sports  ,EA Tiburon  ,7.7,0.54,0.0,0.01,0.03,0.59
5020,Blur,X360,2010,Activision  ,Bizarre Creations  ,8.3,0.25,0.27,0.0,0.06,0.59
5030,Alice: Madness Returns,PS3,2011,Electronic Arts  ,Spicy Horse  ,6.7,0.22,0.24,0.04,0.08,0.59
5031,Harvest Moon: Friends of Mineral Town,GBA,2003,Natsume  ,TOSE Software  ,7.6,0.34,0.13,0.11,0.01,0.59
5035,Final Fantasy Explorers,3DS,2016,Square Enix  ,Square Enix  ,7.3,0.17,0.1,0.29,0.03,0.59
5045,LEGO Worlds,NS,2017,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,5.0,0.21,0.33,0.0,0.04,0.58
5046,Diablo,PS,1998,Electronic Arts  ,Climax Group  ,8.3,0.29,0.19,0.07,0.04,0.58
5075,Tom Clancy's HAWX,X360,2009,Ubisoft  ,Ubisoft Romania  ,6.9,0.31,0.19,0.02,0.06,0.58
5078,International Superstar Soccer '98,N64,1998,Konami  ,Konami Computer Entertainment Osaka  ,9.1,0.06,0.3,0.19,0.03,0.58
5080,The Last Remnant,X360,2008,Square Enix  ,Square Enix  ,6.5,0.25,0.2,0.18,0.06,0.68
5082,Final Fantasy: The 4 Heroes of Light,DS,2010,Square Enix  ,Matrix Software  ,7.2,0.22,0.1,0.23,0.03,0.58
5085,Kirby and the Rainbow Curse,WiiU,2015,Nintendo  ,HAL Laboratory  ,8.2,0.26,0.14,0.13,0.04,0.58
5098,Disney Magic World 2,3DS,2016,Nintendo  ,High Horse Entertainment  ,7.5,0.07,0.25,0.23,0.02,0.58
5104,Disgaea 4: A Promise Unforgotten,PS3,2011,NIS America  ,Nippon Ichi Software  ,7.9,0.27,0.11,0.14,0.06,0.58
5120,BlazBlue: Calamity Trigger,PS3,2009,Aksys Games  ,Arc System Works  ,8.5,0.36,0.1,0.06,0.06,0.57
5124,Ultra Street Fighter II: The Final Challengers,NS,2017,Capcom  ,Capcom  ,7.0,0.22,0.22,0.09,0.04,0.57
5131,Harvest Moon: The Tale of Two Towns,DS,2011,Natsume  ,Marvelous Interactive  ,6.3,0.27,0.06,0.22,0.03,0.57
5132,Beyond The Beyond,PS,1996,Sony Computer Entertainment  ,Camelot Software Planning  ,4.8,0.11,0.08,0.35,0.04,0.57
5138,Harvest Moon: Sunshine Islands,DS,2009,Natsume  ,Marvelous Interactive  ,9.0,0.35,0.03,0.17,0.03,0.57
5164,Top Spin 3,PS3,2008,2K Sports  ,Pam Development  ,7.8,0.08,0.37,0.0,0.12,0.57
5171,Resident Evil Outbreak File #2,PS2,2005,Capcom  ,Capcom Production Studio 1  ,5.8,0.19,0.15,0.17,0.05,0.57
5182,Breath of Fire IV,PS,2000,Capcom  ,Capcom  ,8.4,0.11,0.08,0.34,0.04,0.56
5184,Everybody's Golf,PS4,2017,Sony Interactive Entertainment  ,Clap Hanz  ,8.1,0.12,0.22,0.17,0.06,0.56
5187,Odin Sphere,PS2,2007,Atlus  ,Vanillaware  ,8.0,0.23,0.18,0.09,0.06,0.56
5188,Final Fantasy IV: The Complete Collection,PSP,2011,Square Enix  ,Matrix Software  ,8.0,0.13,0.09,0.27,0.06,0.56
5212,Tom Clancy's HAWX,PS3,2009,Ubisoft  ,Ubisoft Romania  ,7.5,0.21,0.22,0.05,0.09,0.56
5215,Xenoblade Chronicles,3DS,2015,Nintendo  ,Monolith Soft  ,8.6,0.24,0.15,0.13,0.04,0.56
5217,Tetris Party Deluxe,Wii,2010,Majesco  ,"Tetris Online, Inc  ",7.3,0.33,0.16,0.02,0.05,0.56
5218,Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,2015,Nintendo  ,GungHo Online Entertainment  ,7.8,0.09,0.11,0.35,0.02,0.56
5219,Metroid: Samus Returns,3DS,2017,Nintendo  ,Mercury Steam  ,9.1,0.3,0.15,0.07,0.05,0.56
5228,Resident Evil 2,N64,1999,Capcom  ,Angel Studios  ,9.0,0.39,0.09,0.07,0.01,0.56
5230,Yakuza 4,PS3,2011,Sega  ,Sega  ,7.7,0.15,0.13,0.63,0.05,0.95
5251,Enslaved: Odyssey to the West,PS3,2010,Namco Bandai  ,Ninja Theory  ,7.9,0.24,0.23,0.01,0.08,0.56
5253,No More Heroes,Wii,2008,Ubisoft  ,Grasshopper Manufacture  ,8.2,0.29,0.17,0.04,0.05,0.56
5261,Lunar: Silver Star Story Complete,PS,1999,Working Designs  ,Game Arts  ,7.6,0.27,0.18,0.06,0.04,0.55
5266,Metal Gear Solid 3: Subsistence,PS2,2006,Konami  ,Kojima Productions  ,9.4,0.34,0.01,0.15,0.06,0.55
5277,Poochy & Yoshi's Woolly World,3DS,2017,Nintendo  ,Good-Feel  ,7.5,0.2,0.16,0.17,0.03,0.55
5285,Disgaea 3: Absence of Justice,PS3,2008,NIS America  ,Nippon Ichi Software  ,7.8,0.36,0.03,0.11,0.05,0.55
5307,Yakuza: Dead Souls,PS3,2012,Sega  ,Sega  ,7.0,0.09,0.06,0.42,0.03,0.61
5324,Donkey Kong Jungle Climber,DS,2007,Nintendo  ,Paon Corporation  ,7.8,0.25,0.03,0.24,0.03,0.55
5341,ModNation Racers,PSP,2010,Sony Computer Entertainment  ,SCE San Diego Studio  ,7.7,0.11,0.27,0.02,0.14,0.54
5342,Dynasty Warriors: Gundam 3,PS3,2011,Tecmo Koei  ,Omega Force  ,6.5,0.11,0.05,0.36,0.02,0.54
5352,Bulletstorm,PS3,2011,Electronic Arts  ,People Can Fly  ,8.4,0.24,0.2,0.01,0.09,0.54
5356,Enslaved: Odyssey to the West,X360,2010,Namco Bandai  ,Ninja Theory  ,8.0,0.3,0.19,0.0,0.05,0.54
5359,NBA Live 10,PS3,2009,EA Sports  ,EA Canada  ,7.9,0.46,0.03,0.01,0.05,0.54
5361,Hotel Dusk: Room 215,DS,2007,Nintendo  ,Cing  ,8.0,0.26,0.04,0.22,0.03,0.54
5370,Dragon Ball Z: Ultimate Tenkaichi,X360,2011,Namco Bandai  ,Spike  ,6.0,0.39,0.1,0.01,0.05,0.54
5373,Valkyria Chronicles II,PSP,2010,Sega  ,Sega WOW Overworks  ,8.1,0.12,0.16,0.18,0.09,0.54
5377,Bust A Groove,PS,1998,989 Studios  ,Metro  ,7.7,0.09,0.06,0.35,0.04,0.54
5378,Fire Emblem: Path of Radiance,GC,2005,Nintendo  ,Intelligent Systems  ,8.6,0.29,0.08,0.16,0.01,0.54
5381,METRO 2033,X360,2010,THQ  ,4a-games  ,7.4,0.22,0.23,0.03,0.05,0.54
5382,Mario Tennis Ultra Smash,WiiU,2015,Nintendo  ,Camelot Software Planning  ,6.1,0.16,0.2,0.15,0.03,0.54
5384,Tactics Ogre: Let Us Cling Together,PSP,2011,Square Enix  ,Square Enix  ,9.0,0.15,0.07,0.27,0.05,0.54
5386,Two Worlds II,X360,2011,SouthPeak Interactive  ,Reality Pump  ,6.5,0.4,0.07,0.03,0.04,0.54
5396,Sacred 2: Fallen Angel,X360,2009,CDV Software Entertainment  ,Ascaron Entertainment  ,7.0,0.29,0.16,0.04,0.05,0.54
5401,Time Crisis: Razing Storm,PS3,2010,Namco Bandai  ,Nex Entertainment  ,5.8,0.18,0.21,0.07,0.08,0.54
5405,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Capcom  ,Eighting  ,8.3,0.3,0.16,0.03,0.05,0.54
5406,Dragon Ball: Fusions,3DS,2016,Namco Bandai Games  ,Ganbarion  ,6.3,0.17,0.09,0.24,0.03,0.54
5416,Rune Factory: A Fantasy Harvest Moon,DS,2007,Natsume  ,Neverland Company  ,8.1,0.35,0.01,0.14,0.03,0.53
5418,Clock Tower,PS,1997,ASCII Entertainment  ,Human Entertainment  ,6.1,0.07,0.05,0.38,0.03,0.53
5432,Phoenix Wright: Ace Attorney - Justice for All,DS,2007,Capcom  ,Capcom  ,7.6,0.21,0.04,0.26,0.03,0.53
5442,Excite Truck,Wii,2006,Nintendo  ,Monster Games Inc.  ,7.0,0.39,0.03,0.08,0.04,0.53
5459,Sonic & Sega All-Stars Racing Transformed,WiiU,2012,Sega  ,Sumo Digital  ,6.9,0.19,0.28,0.02,0.04,0.53
5464,Terminator Salvation,PS3,2009,Warner Bros. Interactive  ,GRIN  ,5.0,0.13,0.29,0.01,0.1,0.53
5473,Star Fox Command,DS,2006,Nintendo  ,Nintendo EAD / Q-Games  ,7.2,0.38,0.01,0.1,0.04,0.53
5485,Fire Emblem: Shadow Dragon,DS,2009,Nintendo  ,Intelligent Systems  ,8.2,0.29,0.03,0.27,0.03,0.61
5487,Silent Hill: Origins,PSP,2007,Konami  ,Climax Group  ,7.8,0.22,0.16,0.04,0.1,0.52
5488,Mystery Dungeon: Shiren the Wanderer,DS,2008,Sega  ,ChunSoft  ,7.1,0.17,0.0,0.33,0.02,0.52
5489,GT Pro Series,Wii,2006,Ubisoft  ,MTO  ,3.7,0.46,0.01,0.02,0.04,0.52
5491,F.E.A.R. 2: Project Origin,X360,2009,Warner Bros. Interactive  ,Monolith Productions  ,7.9,0.32,0.15,0.0,0.05,0.52
5501,Metal Gear Solid 2: Substance,PS2,2003,Konami  ,Konami Computer Entertainment Japan  ,8.5,0.18,0.14,0.16,0.05,0.52
5518,The 3rd Birthday,PSP,2011,Square Enix  ,HexaDrive  ,7.0,0.13,0.07,0.27,0.05,0.52
5527,Rune Factory 2: A Fantasy Harvest Moon,DS,2008,Natsume  ,Neverland Company  ,7.9,0.32,0.03,0.15,0.03,0.52
5532,Way of the Samurai 3,PS3,2009,Agetec  ,Acquire  ,6.5,0.18,0.08,0.22,0.04,0.52
5551,Lair,PS3,2007,Sony Computer Entertainment  ,Factor 5  ,5.5,0.36,0.04,0.08,0.04,0.51
5565,SoulCalibur: Broken Destiny,PSP,2009,Namco Bandai  ,Project Soul  ,8.0,0.12,0.2,0.07,0.12,0.51
5574,Pro Evolution Soccer 2010,Wii,2009,Konami  ,Konami  ,8.1,0.12,0.27,0.06,0.05,0.51
5582,Yakuza,PS2,2006,Sega  ,Sega  ,7.5,0.03,0.02,0.74,0.01,0.8
5584,Bleach: Soul Resurreccion,PS3,2011,NIS America  ,Eighting  ,6.7,0.27,0.11,0.07,0.06,0.51
5593,Dynasty Warriors,PSP,2005,Tecmo Koei  ,Omega Force  ,6.6,0.18,0.0,0.3,0.02,0.51
5596,Dragon Ball: Raging Blast,X360,2009,Namco Bandai  ,Spike  ,5.8,0.36,0.08,0.02,0.04,0.51
5613,Fire Emblem Warriors,NS,2017,Nintendo  ,Omega Force  ,7.3,0.22,0.14,0.1,0.04,0.51
5634,R.U.S.E.,PS3,2010,Ubisoft  ,Eugen Systems  ,8.0,0.18,0.22,0.02,0.08,0.5
5640,Picross DS,DS,2007,Nintendo  ,Jupiter Multimedia  ,8.4,0.17,0.02,0.3,0.02,0.5
5667,Castlevania: Circle of the Moon,GBA,2001,Konami  ,KCEK  ,8.9,0.6,0.22,0.05,0.02,0.89
5674,Disney Magic Castle: My Happy Life,3DS,2014,Nintendo  ,High Horse Entertainment  ,7.9,0.17,0.2,0.53,0.03,0.94
5676,Dragon Ball: Xenoverse 2,NS,2017,Namco Bandai Games  ,Dimps Corporation  ,8.0,0.17,0.16,0.19,0.03,0.55
5702,Romancing SaGa,PS2,2005,Square Enix  ,Square Enix  ,6.0,0.06,0.04,0.47,0.01,0.58
5726,Yakuza 3,PS3,2010,Sega  ,Sega  ,7.9,0.21,0.21,0.62,0.08,1.12
5731,Tactics Ogre: The Knight of Lodis,GBA,2002,Atlus  ,Quest Corporation  ,8.5,0.13,0.05,0.31,0.01,0.5
5734,Hometown Story,3DS,2013,Natsume  ,Toy Box  ,5.5,0.29,0.13,0.04,0.04,0.5
5736,Dead or Alive Ultimate,XB,2004,Tecmo  ,Team Ninja  ,8.1,0.3,0.1,0.08,0.02,0.5
5744,Pokémon Art Academy,3DS,2014,Nintendo  ,Headstrong Games  ,7.8,0.18,0.12,0.17,0.03,0.5
5746,Epic Mickey: Power of Illusion,3DS,2012,Disney Interactive Studios  ,DreamRift  ,6.6,0.36,0.05,0.04,0.04,0.5
5750,Picross 3D,DS,2010,Nintendo  ,HAL Laboratory  ,8.7,0.28,0.03,0.16,0.03,0.5
5757,Alice: Madness Returns,X360,2011,Electronic Arts  ,Spicy Horse  ,6.9,0.27,0.15,0.04,0.04,0.5
5758,Super Monkey Ball 3D,3DS,2011,Sega  ,Sega  ,5.7,0.26,0.15,0.05,0.04,0.5
5761,Wet,X360,2009,Bethesda Softworks  ,Artificial Mind and Movement  ,6.9,0.23,0.21,0.01,0.05,0.5
5762,Spider-Man 2,DS,2004,Activision  ,Vicarious Visions  ,6.1,0.41,0.02,0.03,0.04,0.5
5766,Steel Diver,3DS,2011,Nintendo  ,Nintendo EAD  ,5.6,0.31,0.1,0.05,0.04,0.5
5773,Resident Evil: The Mercenaries 3D,3DS,2011,Capcom  ,Capcom  ,6.3,0.16,0.17,0.13,0.03,0.49
5775,Dynasty Warriors: Gundam 2,PS3,2009,Namco Bandai  ,Omega Force  ,5.9,0.09,0.07,0.32,0.03,0.49
5782,Tony Hawk's Project 8,X360,2006,Activision  ,Neversoft Entertainment  ,8.4,0.44,0.02,0.0,0.04,0.49
5784,Story of Seasons: Trio of Towns,3DS,2017,Marvelous Interactive  ,Marvelous Entertainment  ,7.9,0.19,0.06,0.22,0.03,0.49
5787,Fire Emblem: Radiant Dawn,Wii,2007,Nintendo  ,Intelligent Systems  ,7.7,0.27,0.03,0.17,0.03,0.49
5790,Mario Golf: World Tour,3DS,2014,Nintendo  ,Camelot Software Planning  ,8.1,0.14,0.15,0.18,0.03,0.49
5791,Ace Combat: Assault Horizon,X360,2011,Namco Bandai  ,Project ACES  ,7.0,0.3,0.12,0.03,0.04,0.49
5797,Asphalt 3D,3DS,2011,Ubisoft  ,Konami  ,4.0,0.27,0.16,0.02,0.04,0.49
5805,Kane & Lynch 2: Dog Days,X360,2010,Square Enix  ,IO Interactive  ,6.4,0.2,0.23,0.01,0.05,0.49
5811,Animal Crossing: Amiibo Festival,WiiU,2015,Nintendo  ,"Nd Cube Co., Ltd.  ",4.8,0.23,0.12,0.1,0.04,0.49
5826,Dragon Ball Z: Burst Limit,X360,2008,Atari  ,Dimps Corporation  ,7.3,0.24,0.18,0.03,0.05,0.49
5828,Crazy Taxi,GC,2001,Acclaim Entertainment  ,Hitmaker  ,7.2,0.36,0.09,0.02,0.01,0.49
5830,Art Academy: Lessons for Everyone!,3DS,2012,Nintendo  ,Headstrong Games  ,8.0,0.2,0.05,0.21,0.02,0.49
5844,Alone in the Dark,X360,2008,Atari  ,Eden Studios  ,6.3,0.14,0.3,0.0,0.05,0.49
5859,Atelier Rorona: Alchemist of Arland,PS3,2014,NIS America  ,Gust  ,6.4,0.22,0.1,0.11,0.05,0.48
5867,Bionic Commando,PS3,2009,Capcom  ,GRIN  ,7.0,0.12,0.17,0.01,0.06,0.36
5873,Dark Sector,X360,2008,D3 Publisher  ,Digital Extremes  ,7.1,0.22,0.2,0.01,0.05,0.48
5887,Harvest Moon 64,N64,1999,Natsume  ,Toy Box Studios  ,7.8,0.25,0.06,0.11,0.06,0.48
5897,Crazy Taxi: Fare Wars,PSP,2007,Sega  ,Sniper Studios  ,6.3,0.1,0.23,0.02,0.13,0.48
5898,Sonic Lost World,3DS,2013,Sega  ,Dimps Corporation  ,5.2,0.22,0.15,0.07,0.04,0.48
5912,Ace Combat X: Skies of Deception,PSP,2006,Namco Bandai  ,Bandai Namco Games  ,7.6,0.37,0.31,0.12,0.19,1.0
5914,Children of Mana,DS,2006,Nintendo  ,Next Entertainment  ,7.0,0.16,0.01,0.29,0.01,0.48
5924,Fantavision,PS2,2000,Sony Computer Entertainment  ,SCEI  ,8.0,0.14,0.11,0.19,0.04,0.47
5926,Alien Trilogy,PS,1997,Acclaim Entertainment  ,Probe Entertainment Limited  ,8.0,0.24,0.16,0.04,0.03,0.47
5930,Luigi's Mansion,3DS,2018,Nintendo  ,GREZZO  ,7.3,0.19,0.16,0.09,0.03,0.47
5931,Dynasty Warriors Gundam,PS3,2007,Namco Bandai  ,Omega Force  ,6.4,0.14,0.01,0.31,0.02,0.47
5935,Dark Sector,PS3,2008,D3 Publisher  ,Digital Extremes  ,7.2,0.23,0.16,0.01,0.07,0.47
5936,James Bond 007: Blood Stone,X360,2010,Activision  ,Bizarre Creations  ,6.2,0.2,0.23,0.0,0.05,0.47
5943,F.E.A.R. 2: Project Origin,PS3,2009,Warner Bros. Interactive  ,Monolith Productions  ,8.2,0.19,0.2,0.01,0.08,0.47
5946,Unreal Tournament III,X360,2008,Midway Games  ,Epic Games  ,7.8,0.25,0.17,0.01,0.05,0.47
5949,2010 FIFA World Cup South Africa,PSP,2010,EA Sports  ,EA Canada  ,6.8,0.09,0.23,0.03,0.12,0.47
5959,Dead Space Extraction,Wii,2009,Electronic Arts  ,Visceral Games  ,8.2,0.32,0.1,0.01,0.04,0.47
5964,Gods Eater Burst,PSP,2011,D3 Publisher  ,Shift  ,7.1,0.03,0.0,0.62,0.0,0.66
5970,Viva Pinata: Trouble in Paradise,X360,2008,Microsoft Game Studios  ,Rare Ltd.  ,8.5,0.16,0.25,0.01,0.05,0.47
5974,Silent Hill: Shattered Memories,Wii,2009,Konami  ,Climax Group  ,7.3,0.22,0.19,0.01,0.05,0.47
5975,FlingSmash,Wii,2010,Nintendo  ,Artoon  ,3.8,0.37,0.01,0.07,0.02,0.47
5988,Final Fantasy Crystal Chronicles: Echoes of Time,DS,2009,Square Enix  ,Square Enix  ,7.7,0.12,0.06,0.27,0.02,0.47
5991,Detective Pikachu,3DS,2018,Nintendo  ,Creatures Inc.  ,7.1,0.15,0.17,0.12,0.03,0.47
5993,Knack 2,PS4,2017,Sony Interactive Entertainment  ,SIE Japan Studio  ,6.7,0.14,0.25,0.01,0.07,0.47
6003,Two Worlds II,PS3,2011,SouthPeak Interactive  ,Reality Pump  ,6.5,0.26,0.1,0.06,0.04,0.47
6004,Sonic Mania,NS,2017,Sega  ,PagodaWest Games  ,8.8,0.23,0.18,0.01,0.04,0.47
6020,Classic NES Series: Pac-Man,GBA,2004,Nintendo  ,Nintendo  ,5.7,0.25,0.09,0.12,0.01,0.46
6037,Red Faction: Armageddon,PS3,2011,THQ  ,Volition Inc.  ,7.0,0.2,0.15,0.03,0.07,0.46
6046,Need for Speed: Hot Pursuit,Wii,2010,Electronic Arts  ,Exient Entertainment  ,5.0,0.17,0.24,0.0,0.05,0.46
6047,Mario Sports Superstars,3DS,2017,Nintendo  ,Namco Bandai Games  ,6.0,0.18,0.12,0.13,0.03,0.46
6074,Hyrule Warriors: Definitive Edition,NS,2018,Nintendo  ,Omega Force  ,8.0,0.21,0.15,0.07,0.03,0.46
6079,.hack//Outbreak Part 3,PS2,2003,Bandai  ,CyberConnect2  ,7.1,0.14,0.11,0.17,0.04,0.46
6098,Enter the Matrix,GC,2003,Atari  ,Shiny Entertainment  ,6.5,0.34,0.09,0.02,0.01,0.45
6104,Bleach: The Blade of Fate,DS,2007,Sega  ,"Treasure Co., Ltd.  ",8.2,0.29,0.01,0.12,0.03,0.45
6108,Phantasy Star Online Episode I & II,GC,2002,Sega  ,Sonic Team  ,8.2,0.23,0.06,0.16,0.01,0.45
6116,Burnout Dominator,PSP,2007,Electronic Arts  ,Criterion Games  ,7.8,0.02,0.38,0.01,0.05,0.45
6129,Dynasty Warriors: Strikeforce,PSP,2009,Tecmo Koei  ,Omega Force  ,6.4,0.03,0.02,0.38,0.02,0.45
6139,F.E.A.R. 3,PS3,2011,Warner Bros. Interactive  ,Day 1 Studios  ,7.8,0.21,0.16,0.01,0.07,0.45
6162,PES 2009: Pro Evolution Soccer,Wii,2009,Konami  ,Konami  ,8.4,0.09,0.26,0.05,0.05,0.45
6194,F.E.A.R. 3,X360,2011,Warner Bros. Interactive  ,Day 1 Studios  ,7.8,0.3,0.11,0.01,0.04,0.45
6202,Vandal Hearts,PS,1997,Konami  ,Konami Computer Entertainment Tokyo  ,7.7,0.14,0.09,0.19,0.03,0.45
6203,Virtua Tennis 4,PS3,2011,Sega  ,Sega-AM2  ,6.4,0.09,0.24,0.03,0.08,0.45
6211,Sid Meier's Civilization Revolution,DS,2008,2K Games  ,Firaxis  ,8.2,0.37,0.03,0.02,0.03,0.45
